,Stock,Title,Date/Time Published,Source,Url,Relevant Texts,Sentiment Score,Match Score
14,AAP,22 Safe Dividend Stocks For 22% Returns In 2022,2021-12-24T09:04:00.000000Z,investing.com,https://www.investing.com/analysis/22-safe-dividend-stocks-for-22-returns-in-2022-200612626,"Advance Auto Parts (NYSE: ) made that look like a token increase, juicing its payout by 4x in spring to $1.00 per share.... Both stocks are still paying out less than a quarter of their profits to shareholders as dividends, suggesting oodles more room to keep the good times rolling in the next few years.",0.8957,14.477964
15,AAPL,International Business Machines Corp. stock outperforms competitors despite losses on the day,2021-12-31T22:00:00.000000Z,news.google.com,https://www.marketwatch.com/story/international-business-machines-corp-stock-outperforms-competitors-despite-losses-on-the-day-01640988021-a8a7bfe51ea2,"Despite its losses, the stock outperformed some of its competitors Friday, as Apple Inc. AAPL, -0.35% fell 0.35% to $177.57, Microsoft Corp. MSFT, -0.88% fell 0.88% to $336.32, and Alphabet Inc. Cl A GOOGL, -0.92% fell 0.92% to $2,897.04.true Trading volume (3.3 M) remained 2.8 million below its 50-day average volume of 6.1 M.",0.1276,17.247128
16,AAPL,"Big Techs, energia e saúde puxam valorização das bolsas americanas; veja o que esperar para 2022",2021-12-31T21:29:34.000000Z,infomoney.com.br,https://www.infomoney.com.br/mercados/big-techs-acoes-energia-e-saude-puxam-valorizacao-das-bolsas-americanas-veja-o-que-esperar-para-2022/,"CONTINUA DEPOIS DA PUBLICIDADE... Recomendado para você... Foi o ano ainda das Big Techs – Apple (AAPL34), Microsoft (MSFT34), Alphabet (GOGL34), Amazon (AMZO34) e Meta, antiga Facebook (FBOK34) – superarem, de forma conjunta, um valor de mercado acima dos US$ 10 trilhões.
Entre as empresas com mais de US$ 1 trilhão de valor de mercado, em 27 de dezembro de 2021, estavam Apple (US$ 2,9 trilhões), Microsoft (US$ 2,5 trilhões), Alphabet, controladora do Google (US$ 1,6 trilhão), Amazon (US$ 1,7 trilhão), Tesla (US$ 1,09 trilhão) e Meta, próxima do trilhão (US$ 962 bilhões).
Ações mais negociadas no S&P em 2021... Empresa Retorno (%) Volume médio/dia* Tesla, Inc 51,20 21.095.046 Apple Inc 33,67 12.553.021 Amazon.Com, Inc 5,05 11.164.295 Nvidia Corp 127,24 7.141.997 Microsoft Corp 51,74 7.016.927 Meta Platforms, Inc 22,73 5.899.115 Advanced Micro Devices, Inc 59,35 5.274.323 Alphabet Inc 67,65 3.672.794 Moderna, Inc 139,29
Já no Nasdaq, Alphabet, Apple, Meta Platforms e Tesla puxaram as valorizações do ano de 2021.",,14.459847
17,AAPL,CCI orders antitrust probe into Apple over App Store curbs,2021-12-31T21:25:18.000000Z,indianexpress.com,https://indianexpress.com/article/business/companies/cci-orders-antitrust-probe-into-apple-over-app-store-curbs-7700707/,"Apple Inc is set to face a probe by the Competition Commission of India (CCI) over allegations that the technology major is violating competition law by mandating the use of its in-app purchase (IAP) system for all payments on its App Store. It is also facing an investigation by the European Commission over its app store payment rules.
Apple charges a commission of up to 30 per cent on all payments made through its in-app purchase system.
Apple contended in submissions to the CCI that the commission charged in the IAP was compensation for providing developers a “built-in user base and significant technical and marketing know-how.”
It said it had spent billions of dollars on developing and running the App Store and that the commission charged was “consistent with the value developers can and do receive from Apple.”... Apple added most developers that use the app store pay no commission and most of the developers that do pay 15 per cent commission.
CCI orders antitrust probe into Apple over App Store curbs",-0.2311,27.552296
18,AAWW,Atlas Air Worldwide (AAWW) Dips More Than Broader Markets: What You Should Know,2021-12-30T22:50:20.000000Z,entrepreneur.com,https://www.entrepreneur.com/article/410916,Click to get this free report... ... Atlas Air Worldwide Holdings (AAWW): Free Stock Analysis Report... ... To read this article on Zacks.com click here.,0.5106,23.658136
19,AAWW,New Strong Buy Stocks for December 28th,2021-12-28T17:36:00.000000Z,entrepreneur.com,https://www.entrepreneur.com/article/410446,"Here are five stocks added to the Zacks Rank #1 (Strong Buy) List today:... - Zacks... Atlas Air Worldwide Holdings, Inc. AAWW: This provider of outsourced aircraft and aviation operating services has seen the Zacks Consensus Estimate for its current year earnings increasing 15.5% over the last 60 days.... Berry Global Group, Inc.
(BERY): Free Stock Analysis Report... ... Atlas Air Worldwide Holdings (AAWW): Free Stock Analysis Report... ... Caleres, Inc. (CAL): Free Stock Analysis Report... ... Fullgent Genetics (FLGT): Free Stock Analysis Report... ... To read this article on Zacks.com click here.... ... Zacks Investment Research",0.46085,61.341625
20,AAWW,Atlas Air Worldwide (AAWW) Gains But Lags Market: What You Should Know,2021-12-24T22:50:26.000000Z,entrepreneur.com,https://www.entrepreneur.com/article/410096,Click to get this free report... ... Atlas Air Worldwide Holdings (AAWW): Free Stock Analysis Report... ... To read this article on Zacks.com click here.,0.5106,24.903435
21,AB,Sysco Announces Election of Three New Directors,2021-12-17T23:00:00.000000Z,globenewswire.com,https://www.globenewswire.com/news-release/2021/12/17/2354737/2867/en/Sysco-Announces-Election-of-Three-New-Directors.html,"Ali Dibadj, 46, is currently the Chief Financial Officer (CFO) and Head of Strategy at AllianceBernstein Holding L.P. (AB) since February 2021. Previously, he served as AB’s Head of Finance and Head of Strategy from April 2020 to February 2021, and in 2019, Mr.",0.0,40.688942
22,AB,Victory Capital (VCTR) November AUM Down Sequentially to $160.5B,2021-12-14T14:49:00.000000Z,entrepreneur.com,https://www.entrepreneur.com/article/402586,"AllianceBernstein Holding L.P.'s AB AUM of $759 billion for November 2021 represented a decline of nearly 1% from $765 billion recorded at the end of the prior month. Market depreciation more than offset the total firm-wide net inflows, which led to the fall in AUM for AllianceBernstein.
(IVZ): Free Stock Analysis Report... ... AllianceBernstein Holding L.P. (AB): Free Stock Analysis Report... ... Victory Capital Holdings, Inc. (VCTR): Free Stock Analysis Report... ... To read this article on Zacks.com click here.... ... Zacks Investment Research",0.436,57.169525
23,AB,"AllianceBernstein L P : AB Announces November 30, 2021 Assets Under Management - Form 8-K",2021-12-13T21:37:29.000000Z,marketscreener.com,https://www.marketscreener.com/quote/stock/ALLIANCEBERNSTEIN-HOLDING-9668408/news/AllianceBernstein-L-P-AB-Announces-November-30-2021-Assets-Under-Management-Form-8-K-37307787/,"(""AB"") and AllianceBernstein Holding L.P. (""AB Holding"") (NYSE: AB) today announced that preliminary assets under management decreased to $759 billion during November 2021 from $765 billion at the end of October. Firmwide net inflows were outweighed by market depreciation, resulting in a 1% decrease.",0.1779,55.41832
24,ABB,"More than 50,000 Finnish industrial workers threaten to strike over wage dispute By Reuters",2021-12-30T15:00:38.000000Z,investing.com,https://www.investing.com/news/stock-market-news/more-than-50000-finnish-industrial-workers-threaten-to-strike-over-wage-dispute-2727531,"The 10-day strike planned to start on Jan. 14 would affect operations at over 200 companies in Finland including Nokia (NYSE: ), Kone, Metso (OTC: ) Outotec and Outokumpu as well as Swedish firms Sandvik and SSAB and Swiss ABB.",0.1531,17.915413
25,ABB,DIVS Outperforms Benchmark Despite Bumpy Month,2021-12-29T20:50:00.000000Z,etfdb.com,https://etfdb.com/dividend-channel/divs-outperforms-benchmark-despite-bumpy-month/,"ABB Ltd. was the marquee performer in the fund in November. ABB is a European industrial electrical equipment firm that creates products that are utilized in electrical grids, automation, and production line robotics. Its wide base of customers across multiple sectors allowed it to thrive even as economic conditions turned south.
ABB was up 4.9% on the month.... Other strong performers included Broadcom Inc., a global infrastructure technology firm that focuses on technology that connects the world, and the surging Taiwan Semiconductor Manufacturing Co. Ltd. With supply chain shortages, semiconductors are in huge demand.",0.40775,30.51375
26,ABB,ABB (NYSE:ABB) Reaches New 12-Month High at $38.03,2021-12-29T08:44:45.000000Z,etfdailynews.com,https://etfdailynews.com/news/abb-nyseabb-reaches-new-12-month-high-at-38-03/,"Shares of ABB Ltd (NYSE:ABB) reached a new 52-week high during trading on Monday . The stock traded as high as $38.03 and last traded at $38.03, with a volume of 105 shares changing hands. The stock had previously closed at $37.77.... Several analysts have commented on ABB shares.
Kepler Capital Markets reissued a “buy” rating on shares of ABB in a research report on Tuesday, December 21st. Sanford C. Bernstein started coverage on shares of ABB in a research report on Tuesday, December 7th. They issued an “outperform” rating for the company.
Morgan Stanley reaffirmed an “underweight” rating on shares of ABB in a research report on Friday, October 22nd. Barclays reaffirmed an “equal weight” rating on shares of ABB in a research report on Friday, October 15th.
Finally, Exane BNP Paribas raised shares of ABB to a “neutral” rating and set a CHF 37 price objective for the company in a research report on Tuesday, September 21st. One research analyst has rated the stock with a sell rating, ten have issued a hold rating, six have given a buy rating and one has given a strong buy rating to the stock.
ABB (NYSE:ABB) last issued its quarterly earnings data on Wednesday, October 20th. The industrial products company reported $0.40 EPS for the quarter, topping analysts’ consensus estimates of $0.34 by $0.06. The business had revenue of $7.03 billion for the quarter, compared to analysts’ expectations of $7.38 billion.
ABB had a net margin of 6.43% and a return on equity of 18.18%. The business’s revenue was up 6.8% on a year-over-year basis. During the same quarter last year, the company earned $0.21 EPS. Sell-side analysts anticipate that ABB Ltd will post 1.52 earnings per share for the current fiscal year.
A number of institutional investors have recently added to or reduced their stakes in ABB. Advisor Group Holdings Inc. grew its stake in ABB by 2.8% in the 2nd quarter. Advisor Group Holdings Inc. now owns 82,895 shares of the industrial products company’s stock valued at $2,862,000 after acquiring an additional 2,251 shares during the period.
Russell Investments Group Ltd. acquired a new stake in ABB in the 2nd quarter valued at $7,339,000. Envestnet Asset Management Inc. grew its stake in ABB by 1.7% in the 2nd quarter.
Cullen Frost Bankers Inc. grew its stake in ABB by 6.5% in the 2nd quarter. Cullen Frost Bankers Inc. now owns 6,878 shares of the industrial products company’s stock valued at $234,000 after acquiring an additional 422 shares during the period. Finally, US Bancorp DE grew its stake in ABB by 5.7% in the 2nd quarter.
About ABB (NYSE:ABB)... ABB Ltd. is a technology company, which engages in the development and provision of electrification, motion and automation solutions. It operates through the following business segments: Electrification, Industrial Automation, Motion, Robotics & Discrete Automation and Corporate and Other.
ABB (NYSE:ABB) Reaches New 12-Month High at $38.03",0.487227,103.33856
27,ABBV,Here’s Why You Should Consider Investing in AbbVie (ABBV),2021-12-31T12:42:37.000000Z,insidermonkey.com,https://www.insidermonkey.com/blog/heres-why-you-should-consider-investing-in-abbvie-abbv-1017996/,"Miller Howard Investments, in its Q3 2021 investor letter, mentioned AbbVie Inc. (NYSE: ABBV) and discussed its stance on the firm. AbbVie Inc. is a Lake Bluff, Illinois-based biopharmaceutical company with a $237.5 billion market capitalization.
Here is what Miller Howard Investments has to say about AbbVie Inc. in its Q3 2021 investor letter:... “While optimistic about a recovery, we continue to balance our cyclical holdings with dividend-payers in stable, less economically-sensitive industries. We hold three pharmaceutical companies, (which includes) AbbVie (ABBV).
Based on our calculations, AbbVie Inc. (NYSE: ABBV) was not able to clinch a spot in our list of the 30 Most Popular Stocks Among Hedge Funds. ABBV was in 81 hedge fund portfolios at the end of the third quarter of 2021, compared to 82 funds in the previous quarter. AbbVie Inc. (NYSE: ABBV) delivered a 23.47% return in the past 3 months.
Here’s Why You Should Consider Investing in AbbVie (ABBV)",0.25315,93.54243
28,ABBV,Portefeuille d'actions d'Este59014 p.4,2021-12-31T10:21:35.000000Z,devenir-rentier.fr,https://www.devenir-rentier.fr/p509249#p509249,"7,3%... Abbvie Inc Pharmaceuticals & Biotechnology 6 994 ? 2,7%... Johnson & Johnson Pharmaceuticals & Biotechnology 5 098 ? 1,9%... GlaxoSmithKline PLC Pharmaceuticals & Biotechnology 3 690 ? 1,4%... Sanofi SA Pharmaceuticals & Biotechnology 3 305 ? 1,3%... ... Industrie 11 080 ? 4,2%... 3M Co General Industrials 5 694 ?
8,1%... Abbvie Inc Pharmaceuticals & Biotechnology 345 ? 3,4%... GlaxoSmithKline PLC Pharmaceuticals & Biotechnology 217 ? 2,1%... Johnson & Johnson Pharmaceuticals & Biotechnology 132 ? 1,3%... Sanofi SA Pharmaceuticals & Biotechnology 132 ? 1,3%... ... Industrie 208 ? 2,0%... 3M Co General Industrials 192 ?",,24.615044
29,ABBV,Ipsen : De retour sur un support long terme,2021-12-31T07:41:40.000000Z,zonebourse.com,https://www.zonebourse.com/cours/action/IPSEN-5137/actualite-bourse/De-retour-sur-un-support-long-terme-37445414/,"IPSEN 20.35% 7 610 JOHNSON & JOHNSON 9.49% 453 623 ROCHE HOLDING AG 22.69% 335 619 PFIZER, INC. 58.65% 327 791 NOVO NORDISK A/S 72.27% 255 087 ELI LILLY AND COMPANY 64.90% 251 353 ABBVIE INC. 26.86% 240 308 NOVARTIS AG -4.03% 196 458 MERCK & CO., INC. -5.70% 194 851 ASTRAZENECA PLC 18.42% 181 340 BRISTOL-MYERS SQUIBB COMPAN.. 0.79% 138 772... © Zonebourse.com",,19.10545
30,ABC,"Teva fueled opioid addiction in New York, jury finds By Reuters",2021-12-30T17:15:50.000000Z,investing.com,https://www.investing.com/news/stock-market-news/teva-fueled-opioid-addiction-in-new-york-jury-finds-2727621,"Other defendants in the case settled before or during trial - major pharmacies, distributors McKesson Corp (NYSE: ), AmerisourceBergen (NYSE: ) Corp and Cardinal Health Inc (NYSE: ), and drugmakers Johnson & Johnson (NYSE: ), Endo International (NASDAQ: ) and AbbVie Inc (NYSE: ).",0.0,19.349709
31,ABC,AmerisourceBergen (ABC) Hits 52-Week High: What's Aiding It?,2021-12-27T16:20:00.000000Z,zacks.com,https://www.zacks.com/stock/news/1843900/amerisourcebergen-abc-hits-52-week-high-whats-aiding-it?cid=CS-ZC-FT-analyst_blog|52-week_high/low-1843900,AmerisourceBergen (ABC) Hits 52-Week High: What's Aiding It?,0.0,49.61688
32,ABC,Drugmaker Endo strikes $63 million opioid settlement with Texas By Reuters,2021-12-23T19:20:41.000000Z,investing.com,https://www.investing.com/news/world-news/drugmaker-endo-strikes-63-million-opioid-settlement-with-texas-2722646,"Drug distributors McKesson Corp (NYSE: ), AmerisourceBergen (NYSE: ) Corp and Cardinal Health Inc (NYSE: ) and the drugmaker Johnson & Johnson (NYSE: ) are pushing to finalize proposed settlements of up to $26 billion to resolve the cases against them.",0.3818,22.274355
33,ABCB,"Kroger, Future Fintech, Didi",2021-12-30T14:12:00.000000Z,news.google.com,https://www.reuters.com/markets/asia/kroger-future-fintech-didi-2021-12-30/,"BUZZ-Drops as Samsung BioLogics says report on deal talks untrue... Register now for FREE unlimited access to Reuters.com Register... ** FuelCell Energy Inc (FCEL.O): down 1.2% premarket BUZZ-Falls after weak results, PT cuts... ** Micron Technology (MU.O): down 1.6% premarket BUZZ-Down after warning China's Xian lockdown could cause memory chip delays... ** Ameris
Bancorp (ABCB.O): up 0.3% premarket BUZZ-Stephens hikes Ameris PT, says Balboa deal to provide solid returns... ** Didi Global Inc (DIDI.N): down 4.5% premarket BUZZ-Shares decline as China business slows amid Beijing probe... ** Kroger Co (KR.N): up 1.5% premarket BUZZ-Rises on authorizing $1 bln share buyback plan... ** Future FinTech Group (FTFT.O): up",0.1636,58.03945
34,ABCB,8 Biggest Price Target Changes For Thursday,2021-12-30T13:31:51.000000Z,markets.businessinsider.com,https://markets.businessinsider.com/news/stocks/8-biggest-price-target-changes-for-thursday-1031071173,Stephens & Co. raised Ameris Bancorp (NASDAQ:ABCB) price target from $56 to $57. Ameris Bancorp shares gained 0.4% to close at $50.25 on Wednesday.... (NASDAQ:ABCB) price target from $56 to $57. Ameris Bancorp shares gained 0.4% to close at $50.25 on Wednesday.,0.8225,87.20929
35,ABCB,Ameris Bancorp goes ex-dividend tomorrow (NASDAQ:ABCB),2021-12-29T17:33:16.000000Z,seekingalpha.com,https://seekingalpha.com/news/3783965-cambium-learning-group-inc-declares-missing-dividend,Ameris Bancorp goes ex-dividend tomorrow (NASDAQ:ABCB),0.0,224.3341
36,ABCL,"Orbimed Advisors Llc Buys Adagio Therapeutics Inc, Zimmer Biomet Holdings Inc, Biogen Inc, Sells Prelude Therapeutics Inc, Aurinia Pharmaceuticals Inc, Ascendis Pharma A/S",2021-12-24T05:38:01.000000Z,gurufocus.com,https://www.gurufocus.com/news/1603305/orbimed-advisors-llc-buys-adagio-therapeutics-inc-zimmer-biomet-holdings-inc-biogen-inc-sells-prelude-therapeutics-inc-aurinia-pharmaceuticals-inc-ascendis-pharma-as,"Orbimed Advisors Llc reduced to a holding in AbCellera Biologics Inc by 32.82%. The sale prices were between $14.85 and $21.34, with an estimated average price of $17.74. The stock is now traded at around $14.930000. The impact to a portfolio due to this sale was -0.47%. Orbimed Advisors Llc still held 4,180,768 shares as of 2021-09-30.",0.296,22.975945
37,ABCL,"Orbimed Advisors Llc Buys Adagio Therapeutics Inc, Zimmer Biomet Holdings Inc, Biogen Inc, Sells Prelude Therapeutics Inc, Aurinia Pharmaceuticals Inc, Ascendis Pharma A/S",2021-12-24T05:38:01.000000Z,gurufocus.com,https://www.gurufocus.com/news/1603305/read,"Orbimed Advisors Llc reduced to a holding in AbCellera Biologics Inc by 32.82%. The sale prices were between $14.85 and $21.34, with an estimated average price of $17.74. The stock is now traded at around $14.930000. The impact to a portfolio due to this sale was -0.47%. Orbimed Advisors Llc still held 4,180,768 shares as of 2021-09-30.",0.296,22.975945
38,ABCL,AbCellera Biologics Inc. Stock Quote (U.S.: Nasdaq),2021-12-21T12:01:57.000000Z,marketwatch.com,https://www.marketwatch.com/investing/stock/ABCL,"AbCellera Biologics Inc.... AbCellera Biologics, Inc. engages in the development of therapeutic antibodies. It offers antibody discovery platform that searches, decodes and analyzes natural immune systems to find antibodies that can be developed to prevent and treat disease. The company was founded by Carl Lars G.
AbCellera Biologics Inc. Stock Quote (U.S.: Nasdaq)",0.4088,222.22173
39,ABCM,"Global Lateral Flow Assays Market By Application, Product, Technique, End-user, And Region - Forecast To 2026",2021-12-30T20:30:00.000000Z,thestreet.com,https://www.thestreet.com/press-releases/global-lateral-flow-assays-market-by-application-product-technique-end-user-and-region-forecast-to-2026-15872290,"Tests... Opportunities... Evolving Applications of Lateral Flow Assays... ... Rising Demand for Lateral Flow Assays in the Food & Beverage Industry... Challenges... Limited Reimbursements for Lateral Flow Assay Products... ... Difficulties in Procuring Quality Raw Materials for the Development of Lateral Flow Assay Tests... Companies Profiled... Abbott Laboratories... Abcam
plc... Abingdon Health... Access Bio, Inc.",-0.08895,18.49657
